StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,1_interesting_1,2_interesting_2,3_interesting_3,4_interesting_4,5_interesting_5,6_interesting_6,7_interesting_7,8_interesting_8,9_interesting_9,10_interesting_10,11_interesting_11,12_interesting_12,13_interesting_13,14_interesting_14,15_interesting_15,16_interesting_16,17_interesting_17,18_interesting_18,19_interesting_19,20_interesting_20,21_interesting_21,22_interesting_22,23_interesting_23,24_interesting_24,25_interesting_25,26_interesting_26,27_interesting_27,28_interesting_28,29_interesting_29,30_interesting_30,31_interesting_31,32_interesting_32,33_interesting_33,34_interesting_34,35_interesting_35,36_interesting_36,37_interesting_37,38_interesting_38,39_interesting_39,40_interesting_40,Age,Gender,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_6_TEXT,Education,screener1_nicks,Income,Party,Party_6_TEXT,screener2_1,screener2_2,screener2_3,screener2_4,screener2_5,screener2_6,Social_Conserv,Economic_Conserv,god,Q215,Q216,Q217,screener3_1,screener3_2,screener3_3,screener3_4,screener3_5,screener3_6,screener3_7,screener3_8,screener3_9,screener3_9_TEXT,1_belief1_1,1_belief2_1,2_belief1_2,2_belief2_2,3_belief1_3,3_belief2_3,4_belief1_4,4_belief2_4,5_belief1_5,5_belief2_5,6_belief1_6,6_belief2_6,7_belief1_7,7_belief2_7,8_belief1_8,8_belief2_8,9_belief1_9,9_belief2_9,10_belief1_10,10_belief2_10,11_belief1_11,11_belief2_11,12_belief1_12,12_belief2_12,13_belief1_13,13_belief2_13,14_belief1_14,14_belief2_14,15_belief1_15,15_belief2_15,16_belief1_16,16_belief2_16,17_belief1_17,17_belief2_17,18_belief1_18,18_belief2_18,19_belief1_19,19_belief2_19,20_belief1_20,20_belief2_20,21_belief1_21,21_belief2_21,22_belief1_22,22_belief2_22,23_belief1_23,23_belief2_23,24_belief1_24,24_belief2_24,25_belief1_25,25_belief2_25,26_belief1_26,26_belief2_26,27_belief1_27,27_belief2_27,28_belief1_28,28_belief2_28,29_belief1_29,29_belief2_29,30_belief1_30,30_belief2_30,31_belief1_31,31_belief2_31,32_belief1_32,32_belief2_32,33_belief1_33,33_belief2_33,34_belief1_34,34_belief2_34,35_belief1_35,35_belief2_35,36_belief1_36,36_belief2_36,37_belief1_37,37_belief2_37,38_belief1_38,38_belief2_38,39_belief1_39,39_belief2_39,40_belief1_40,40_belief2_40,Random,Google,Comments,Length,mTurkCode,participantId,assignmentId,projectId,loopOrder,condition,FL_71_DO_FL_72,FL_71_DO_FL_73
12/26/2023 11:42,12/26/2023 11:57,0,24.160.27.175,100,918,1,12/26/2023 11:57,R_7LUuXHv1snzg2dN,,,,,33.9519,-98.5145,anonymous,EN,24D8A43E913A4B9D921B5F9234706131,0,,,0,,,,0,0,0,0,,,0,0,0,,,0,0,,,3,,,0,0,,3,,0,,3,,0,,,,0,0,67,2,1,,,,,,,5,5,2,3,,,,1,,1,,4,2,8,,,"Well, pretty much all of the UN's statements/comments about Israel's conflict with Palestine have been polarizing and nakedly in favor of Hamas. Their ""official explanations"" are nothing more than a propaganda machine for islamic jihad. ",,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,0,,0,,1,,1,,0,,1,,1,,0,,0,,0,,1,,0,,1,,1,,2,2,Thanks.,8,,24D8A43E913A4B9D921B5F9234706131,28397329-f2d6-447f-95ab-a5a48a341c0a,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 11:47,12/26/2023 11:58,0,172.0.49.80,100,633,1,12/26/2023 11:58,R_3KxR737SvjJBDA9,,,,,33.3963,-84.5689,anonymous,EN,7C504BD4C331429F811D40652C0B1EC1,,0,,0,0,0,0,0,,,0,0,,0,0,,,0,,,,0,,,,0,0,,3,,,3,0,0,,,,0,3,,27,1,,1,,,,,,5,5,1,3,,,,1,,1,,3,3,1,,,Most political topics that are popular in the media right now.,,,,1,,,1,,,,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,0,,0,,0,,1,,0,,1,,1,,1,,1,,0,,1,,0,,1,,1,2,2,,13,,7C504BD4C331429F811D40652C0B1EC1,8b3c8c9e-8269-4930-b2dc-b80e5be0b1ae,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 11:51,12/26/2023 11:58,0,68.91.151.228,100,394,1,12/26/2023 11:58,R_5svwlyhdY4kxSBJ,,,,,32.8707,-79.8029,anonymous,EN,6C92BD3477624183A9C1FFD3AF6FBAC4,,0,,,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,,,0,0,,,,0,,,0,,,,,0,0,0,61,1,1,,,,,,,5,5,11,3,,,,1,,1,,2,4,2,,,A story is a limited window into the event.   There are many stories in the event.,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,2,2,,14,,6C92BD3477624183A9C1FFD3AF6FBAC4,8bd62496-4615-4212-9abf-e4deb8a24f09,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 11:43,12/26/2023 11:59,0,75.234.46.141,100,963,1,12/26/2023 11:59,R_3ee13wwhCBn5I5W,,,,,36.6847,-119.7306,anonymous,EN,6FDD7D7306C64B68B2CBFE5AA0913867,3,0,,,3,,,,0,,3,3,,,3,,,3,,0,3,,0,,,3,0,3,3,,,,3,,0,3,,3,3,,61,2,1,,,,,,,4,5,11,2,,,,1,,1,,3,4,7,2,,JFK assassination.,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,2,2,No,8 minutes,,6FDD7D7306C64B68B2CBFE5AA0913867,c50ebea0-b6f1-4b65-a4ab-7c256dd927f4,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 11:41,12/26/2023 11:59,0,73.44.181.235,100,1073,1,12/26/2023 11:59,R_1mfrxP4hq3gDQu5,,,,,41.3417,-89.0951,anonymous,EN,DC8A38B72B8945C49E2A5B163C978BC9,,0,,,0,0,0,0,0,,0,,,,0,0,,,3,,3,,0,3,0,0,0,,0,,,,,0,,,,0,,3,69,2,1,,,,,,,6,5,2,2,,,,1,,1,,4,4,1,2,,The January 6th riot in Washington D C is not presented correctly on the news and leads people to believe something other than what really happened. ,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,0,,0,,1,,0,,0,,1,,0,,0,,0,,1,,0,,0,,0,,1,,0,,1,,0,,2,2,interesting survey,12,,DC8A38B72B8945C49E2A5B163C978BC9,b1b112d8-c307-4e76-8720-c8f3dcf572f2,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 11:41,12/26/2023 12:01,0,99.125.118.63,100,1166,1,12/26/2023 12:01,R_7JfVCgQn9jHjpOi,,,,,36.0453,-87.3078,anonymous,EN,A86E1DBE95DF4A6F987AE1042DB8DD1A,3,,,0,3,,,3,0,,,0,0,0,,0,3,,3,0,,,,,,,,,3,3,0,0,3,3,,,0,0,,,69,2,1,,,,,,,3,5,2,1,,,,1,,1,,1,1,6,,2,"In my opinion, most immigrants are welcome at the border. What concerns me the most about it is that the government cannot guarantee that none of the immigrants are terrorists.",,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,2,2,,20,,A86E1DBE95DF4A6F987AE1042DB8DD1A,3340cad1-ef85-405f-813d-7f5bb4acad88,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 11:48,12/26/2023 12:01,0,47.149.134.199,100,781,1,12/26/2023 12:01,R_7MhQHrqpd14Y8qy,,,,,33.846,-118.3456,anonymous,EN,91F0FDC9B07A4C908A7E9CB27D8C99F7,,,3,0,,0,0,,,,0,0,0,3,,,0,,0,0,0,,,,3,3,3,0,,,,0,3,,,,0,0,,,60,2,1,,,,,,,3,5,2,3,,,,1,,1,,2,4,4,,,"The explanation for a crime committed may be different from what many people believe.  For example, a murder may not have been committed by the person suspected by many people; or the details of a robbery may not tell the whole story.  ",,,,1,,,1,,,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,1,,1,,1,,0,,2,2,,10,,91F0FDC9B07A4C908A7E9CB27D8C99F7,c4f2f30a-16d4-4c85-bbc7-ba410be0bc55,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 11:43,12/26/2023 12:02,0,136.22.12.149,100,1165,1,12/26/2023 12:02,R_6dLpi3JcP7eY10C,,,,,32.9247,-96.8917,anonymous,EN,4B45043408B246788F3CDCB4490EB13B,0,0,,,,0,0,0,0,0,,3,0,,,3,,,,,,,3,3,,,0,3,,,3,,3,3,3,,3,,3,,65,1,1,,,,,,,2,5,10,2,,,,1,,1,,4,4,7,2,,"Climate change is a prime example of the general thinking now, everyone takes for granted that the politicians and their paid scientists are correct instead of researching it for themselves. Their determination may still be the same but a consensus will never happen, its is an impossibility.",,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,2,2,none,20,,4B45043408B246788F3CDCB4490EB13B,f68a3d00-858a-47bf-901b-b3175efd8736,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 11:53,12/26/2023 12:03,0,24.159.241.31,100,592,1,12/26/2023 12:03,R_7VyeHRhtD2OVB59,,,,,43.0334,-89.4512,anonymous,EN,F283F734C66546018E5A4441E6D72175,,0,,,,,,0,,0,,,,0,,0,0,0,0,0,3,0,,,3,,0,3,3,,0,0,,0,,0,,,3,,68,1,1,,,,,,,5,5,11,1,,,,1,,1,,2,2,1,,2,"I don't think we have the true story of why Supreme Court Justice Kennedy retired, paving the way for Justice Kavanaugh.",,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2,2,,12,,F283F734C66546018E5A4441E6D72175,1980a65b-ca99-4868-8b3e-9f9429036ddb,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 11:53,12/26/2023 12:03,0,108.20.19.226,100,595,1,12/26/2023 12:03,R_3prjwvSZ9nhujSt,,,,,42.4188,-71.1557,anonymous,EN,89F2D3FA16C444FF9ABFE0B014784E01,,,,,,,0,0,0,,0,0,,,0,,0,0,0,0,,,,0,0,0,,,,0,,,,0,3,0,,3,0,0,70,2,1,,,,,,,6,5,4,1,,,,1,,1,,2,1,2,,2,The current war in Israel/Gaza,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,2,2,,Maybe 10 minutes- I’m not sure though. I didn’t look at a clock.,,89F2D3FA16C444FF9ABFE0B014784E01,706e93e4-c4a6-4af6-a8c0-ebebe0d210f5,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 11:44,12/26/2023 12:03,0,209.54.4.68,100,1118,1,12/26/2023 12:03,R_7Tw3yT4Eq3NBxw8,,,,,36.7685,-90.4096,anonymous,EN,5C43C8D4ED024BE3812D955CE0F58902,,0,,,0,,0,,,0,,,,0,0,0,0,,0,,0,,,0,,,0,0,0,,,3,,,0,,0,0,0,0,40,2,1,,,,,,,3,5,3,6,I vote for whichever seems like less of a moron. It's usually a hard choice.,,,1,,1,,3,3,8,,,A lot of news nowadays can fall under that. I tend to try to stay away from political news because the country is so divided between Trump and Biden. ,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,1,,1,,0,,0,,1,,0,,1,,0,,1,,1,,1,,1,,0,,0,,0,,0,,0,,1,,2,2,none,14,,5C43C8D4ED024BE3812D955CE0F58902,9375df67-7502-4da2-825b-54e03e55688c,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 11:48,12/26/2023 12:04,0,97.106.202.247,100,980,1,12/26/2023 12:04,R_3oiOWyZkhu74iPR,,,,,27.5595,-82.3934,anonymous,EN,53A14B1CCC5249C194B57AEAD5FBBCC2,0,,,0,0,0,,0,0,,,3,0,3,,,,3,,0,3,0,,0,,3,3,0,,,,,0,,,,,0,,3,73,2,1,,,,,,,5,5,9,3,,,,1,,1,,4,4,7,,,The topic of Climate Change,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,1,,1,,1,,0,,1,,1,,1,,0,,0,,1,,1,,1,,1,,1,,2,2,no comments,20,,53A14B1CCC5249C194B57AEAD5FBBCC2,110bd625-6d20-4912-94eb-f0bf1182f004,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 11:50,12/26/2023 12:05,0,35.148.187.114,100,859,1,12/26/2023 12:05,R_3E2OmvvWhByoK3f,,,,,34.5251,-82.6307,anonymous,EN, F00911B0567A435195AFB0B5DD49A180,,,3,0,,3,,,,0,,,3,3,,,,3,3,,3,0,,3,3,0,,,3,3,,,3,,3,,0,3,,0,61,2,1,,,,,,,3,5,7,3,,,,1,,1,,3,3,8,,,The failure of capitol police to secure the capitol during the capitol riot.,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,1,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,2,2,,12,,F00911B0567A435195AFB0B5DD49A180,270595f8-fa98-4258-b2f1-d2bae757a891,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 11:40,12/26/2023 12:05,0,172.56.97.56,100,1490,1,12/26/2023 12:05,R_5f40Jeo9CWbyeDx,,,,,28.0508,-82.4484,anonymous,EN,14AC26F60640419982870C6396588A13,0,,0,,,,,,,0,0,,,0,,0,,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,,,,42,2,1,,,,,,,2,5,5,2,,,,1,,1,,4,3,8,2,,The economy ,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,0,,0,,0,,1,,1,,1,,2,2,N/A,20,,14AC26F60640419982870C6396588A13,a677e145-b253-4442-83b9-dfe6be3f4218,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 11:52,12/26/2023 12:05,0,72.198.104.168,100,780,1,12/26/2023 12:05,R_6Qsby3D4KCXLz3e,,,,,35.58,-97.5642,anonymous,EN,A633135C892546878A4EDCE2C9D9E21F,3,,,,,3,3,3,3,3,,3,,3,3,3,,3,,,3,,3,0,,3,,3,,,,0,,,,,0,,3,3,61,1,1,,,,,,,6,5,10,1,,,,1,,1,,2,3,8,,2,The January 6th insurrection is an event where the official explanation is different from what many people believe.,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2,2,,10,,A633135C892546878A4EDCE2C9D9E21F,565b1c43-c270-471e-bb63-feb93bc665eb,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 11:49,12/26/2023 12:06,0,23.240.192.156,100,1044,1,12/26/2023 12:06,R_6ZW8oWVTLRWyNLf,,,,,34.1283,-118.0514,anonymous,EN,62233F0A7FAD4283BF8CD77F9DC02863,0,,0,0,0,,0,0,0,,0,,,0,,,,0,,0,0,3,,0,3,,3,,3,,,0,3,,,,,,0,,69,2,1,,,,,,,5,5,11,1,,,,1,,1,,2,4,8,,2,"I think it depends which side of the fence you're on. An example: the moon landings. If I were an ignorant, uneducated, gullible, far-right dimwit, I could say humans never landed on the moon--it was all made up by the US government.",,,,1,,,1,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,2,2,,20,,62233F0A7FAD4283BF8CD77F9DC02863,460855a2-4207-436e-bf74-149ee5c935f1,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 11:54,12/26/2023 12:07,0,75.204.175.250,100,779,1,12/26/2023 12:07,R_31yxL4qbg99zftp,,,,,33.8055,-117.9223,anonymous,EN,D8DE81D0C4564C36B5A4DBBD0C09B799,,0,0,0,,0,,0,0,,,0,,,3,,0,0,,0,,,3,0,,,,,,3,0,0,,,,3,0,,3,3,61,1,1,,,,,,,3,5,2,2,,,,1,,1,,5,5,8,1,,the claim that climate change is entirely being caused by human activities- they are ignoring the possibility of natural climate changes,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,2,2,ty,16,,D8DE81D0C4564C36B5A4DBBD0C09B799,7b22afa4-62b5-44a6-b646-b3d3084d6837,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 11:59,12/26/2023 12:09,0,24.209.170.201,100,612,1,12/26/2023 12:09,R_1cU6btKo9DMDGQ5,,,,,43.014,-88.2783,anonymous,EN,FA68BF716AA445A384E204CF28D6CC6D,0,0,,0,0,,3,,0,3,,,,3,0,0,,,3,3,,,0,,,0,,,,0,0,,3,,0,3,,0,,,63,2,1,,,,,,,3,5,6,2,,,,1,,1,,5,5,8,2,,The death of Jeffery Epstein,,,,1,,,1,,,,1,,0,,0,,0,,1,,0,,0,,0,,1,,1,,0,,0,,0,,1,,1,,1,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2,2,thank you for including me in your research,11,,FA68BF716AA445A384E204CF28D6CC6D,917df437-5fa3-4501-8f66-b5f71fa3cdbd,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 11:39,12/26/2023 12:09,0,104.139.60.85,100,1789,1,12/26/2023 12:09,R_5zZFy1fCqa4F3WN,,,,,35.2415,-81.0448,anonymous,EN,AE341C099F464C02A6DDCFAF0C8CAFD7,3,3,0,,3,,,,,3,,3,3,3,3,3,,,,3,,,,,0,0,0,0,0,,,,3,,,3,0,0,,,35,1,1,,,,,,,5,5,8,2,,,,1,,1,,4,4,8,2,,a terrorist bombing might be ,,,,1,,,1,,,,,1,,0,,0,,0,,0,,1,,1,,0,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,,1,,0,,0,,0,,1,,1,,1,,0,,0,,1,,0,,0,,0,,0,2,2,,15,,AE341C099F464C02A6DDCFAF0C8CAFD7,d94dbc71-9bb1-4a45-ad0c-ba2ca8b44009,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 11:51,12/26/2023 12:11,0,98.178.171.28,100,1160,1,12/26/2023 12:11,R_7usWMTcjejx4Faw,,,,,36.053,-95.7336,anonymous,EN,457DE29BD7DE4BA3A54C9F5CEAEEC89A,0,0,,0,,0,,,,0,,3,,,3,3,,,,,3,,,3,3,0,,3,0,,3,,3,3,,3,3,,,3,50,2,1,,,,,,,3,5,11,2,,,,1,,1,,5,5,8,2,,All of the Trump charges that the corrupt system is trying to throw at Trump. ,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,0,,0,,1,,0,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,2,2,,10,,457DE29BD7DE4BA3A54C9F5CEAEEC89A,52fcfe97-77c2-48d6-b4a4-1a576130c89f,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 11:50,12/26/2023 12:11,0,99.47.243.217,100,1238,1,12/26/2023 12:11,R_6P79X4U9MSfsc2y,,,,,33.7015,-117.7528,anonymous,EN,9CAB3C84E979458D9AAD1E45477A9219,,0,,,,,0,0,0,,0,,0,0,,0,,0,0,0,3,,,0,3,3,,0,,,,,3,,0,,0,,3,,68,2,1,,,,,,,5,5,10,2,,,,1,,1,,2,4,2,2,,I think we are not being told the whole story about the Jan 6th insurrection.,,,1,1,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,0,,0,,1,,1,,1,,1,,1,,2,2,no,15,,9CAB3C84E979458D9AAD1E45477A9219,f313eb35-c2a0-457c-b816-a04785d7c7a0,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 12:02,12/26/2023 12:11,0,66.152.109.146,100,553,1,12/26/2023 12:11,R_5Hv2dCEuk4YFjT8,,,,,42.6517,-73.7559,anonymous,EN,8A854D078A7B44279B2D4A8BFF07C462,3,0,,,,3,0,,3,0,0,,,3,0,,,,0,0,3,,,0,,3,,,0,0,0,0,,0,,0,,,,,28,1,1,,,,,,,5,5,11,3,,,,1,,1,,3,3,6,,,The tide of importance of the Hunter Biden controversy,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,0,,1,,0,,1,,0,,0,,1,2,2,no,8,,8A854D078A7B44279B2D4A8BFF07C462,10d6e7ce-ca1b-4344-a306-737d39e0200b,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 11:33,12/26/2023 12:11,0,66.27.86.48,100,2308,1,12/26/2023 12:11,R_3cBNOEYTjRJ0qxY,,,,,32.9761,-115.5291,anonymous,EN,8895A89D6E824750B468DF8AB4441523,,,,0,,0,0,,,,,,0,3,,0,,,,3,,,3,3,,0,0,3,,3,3,3,3,3,3,,0,0,,,36,1,1,,,,,,,3,5,3,3,,,,1,,1,,2,2,1,,,The origin of covid-19.,,,,1,,,1,,,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,1,,1,,0,,1,,1,,1,,0,,0,,0,,0,,1,,0,,0,,0,,0,,2,2,This was a good survey.,10,,8895A89D6E824750B468DF8AB4441523,2b7b1d38-93bf-4087-9eb8-f7060b4133de,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 12:05,12/26/2023 12:12,0,173.26.247.252,100,420,1,12/26/2023 12:12,R_3EcWiZJ4S6XSWyl,,,,,35.6208,-117.6732,anonymous,EN,62C0590057D64D5699173516E359DB1F,,3,,,,,0,0,0,,0,3,,0,3,3,,3,,,,,,0,0,0,,0,0,,0,3,0,0,0,,,,,,333,2,1,,,,,,,5,5,11,3,,,,1,,1,,2,3,1,,,The ufo sightings and supposed reveal,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,1,,1,,1,,0,,1,,0,,0,,0,,0,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,1,,2,2,no,12,,62C0590057D64D5699173516E359DB1F,6b231130-9b10-41df-9a7a-7c5fcb7b7790,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 11:32,12/26/2023 12:12,0,72.180.169.122,100,2413,1,12/26/2023 12:12,R_5UeRoBCBJXwnpTz,,,,,25.9244,-97.4626,anonymous,EN,9D42B7D7227B43F2B118457A226999EC,0,,0,,0,0,0,,0,,,0,0,,,,0,,,,3,0,3,,0,,,,,,,0,,0,3,0,0,0,3,,43,2,,,,,,1,hispanic,5,5,7,1,,,,1,,1,,2,2,2,,2,JFK assassination,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,0,,1,,1,,1,,1,,2,2,,10,,9D42B7D7227B43F2B118457A226999EC,1ed95725-9146-46d2-8de5-7a87cb97f23c,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 12:03,12/26/2023 12:12,0,172.56.167.158,100,580,1,12/26/2023 12:12,R_1Cm3CJlsZHeAOB7,,,,,40.822,-73.86,anonymous,EN,470B1E0E71A3465181D73DDA83E66D55,0,,,,0,,0,0,0,0,0,0,,0,0,0,0,,,,,0,0,,0,0,,,0,,,,,0,,,,0,,0,35,1,1,,,,,,,5,5,8,3,,,,1,,1,,3,1,4,,,"The explanation of aliens. They say there is nothing out there, but more and more evidence are showing that is the case.",,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,0,,1,,0,,1,,0,,1,,0,,1,,1,,1,,0,,1,,1,,2,2,none,12,,470B1E0E71A3465181D73DDA83E66D55,1f55ccd1-45da-4405-ba60-3bb41f83bda3,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
