StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Age,Gender,screener1_nicks,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_6_TEXT,1_interesting_1,2_interesting_2,3_interesting_3,4_interesting_4,5_interesting_5,6_interesting_6,7_interesting_7,8_interesting_8,9_interesting_9,10_interesting_10,11_interesting_11,12_interesting_12,13_interesting_13,14_interesting_14,15_interesting_15,16_interesting_16,17_interesting_17,18_interesting_18,19_interesting_19,20_interesting_20,21_interesting_21,22_interesting_22,23_interesting_23,24_interesting_24,25_interesting_25,26_interesting_26,27_interesting_27,28_interesting_28,29_interesting_29,30_interesting_30,31_interesting_31,32_interesting_32,33_interesting_33,34_interesting_34,35_interesting_35,36_interesting_36,37_interesting_37,38_interesting_38,39_interesting_39,40_interesting_40,education,Income,Party,Party_6_TEXT,screener2_1,screener2_2,screener2_3,screener2_4,screener2_5,screener2_6,Social_Conserv,Economic_Conserv,god,Q215,Q216,Q219,Q218,screener3_1,screener3_2,screener3_3,screener3_4,screener3_5,screener3_6,screener3_7,screener3_8,screener3_9,screener3_9_TEXT,1_belief1_1,1_belief2_1,2_belief1_2,2_belief2_2,3_belief1_3,3_belief2_3,4_belief1_4,4_belief2_4,5_belief1_5,5_belief2_5,6_belief1_6,6_belief2_6,7_belief1_7,7_belief2_7,8_belief1_8,8_belief2_8,9_belief1_9,9_belief2_9,10_belief1_10,10_belief2_10,11_belief1_11,11_belief2_11,12_belief1_12,12_belief2_12,13_belief1_13,13_belief2_13,14_belief1_14,14_belief2_14,15_belief1_15,15_belief2_15,16_belief1_16,16_belief2_16,17_belief1_17,17_belief2_17,18_belief1_18,18_belief2_18,19_belief1_19,19_belief2_19,20_belief1_20,20_belief2_20,21_belief1_21,21_belief2_21,22_belief1_22,22_belief2_22,23_belief1_23,23_belief2_23,24_belief1_24,24_belief2_24,25_belief1_25,25_belief2_25,26_belief1_26,26_belief2_26,27_belief1_27,27_belief2_27,28_belief1_28,28_belief2_28,29_belief1_29,29_belief2_29,30_belief1_30,30_belief2_30,31_belief1_31,31_belief2_31,32_belief1_32,32_belief2_32,33_belief1_33,33_belief2_33,34_belief1_34,34_belief2_34,35_belief1_35,35_belief2_35,36_belief1_36,36_belief2_36,37_belief1_37,37_belief2_37,38_belief1_38,38_belief2_38,39_belief1_39,39_belief2_39,40_belief1_40,40_belief2_40,Random,Google,Comments,Length,mTurkCode,participantId,assignmentId,projectId,rid,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,loopOrder,condition,FL_71_DO_FL_72,FL_71_DO_FL_73
3/18/2024 17:12,3/18/2024 17:22,0,174.62.120.227,100,602,1,3/18/2024 17:22,R_1Lqh8A3VWZK5Fjv,,,,,38.4361,-122.6718,anonymous,EN,20,2,5,1,,,,,,,0,3,,0,,,0,0,,0,,0,0,,,0,,0,0,,3,,3,3,,3,,,3,,,,,0,0,,,0,0,,2,10,1,,,,1,,1,,1,1,8,,2,2,,,,,1,,,1,,,,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,2,2,,30,,,,,65f8ca09-5349-78e1-9d39-4263ef86403e,2,,1,2,,1,4,95407,,2,,1
3/18/2024 17:22,3/18/2024 17:22,0,131.106.95.153,100,8,1,3/18/2024 17:22,R_7mnrSvE5Z3KV7lT,,,,,40.6027,-75.4778,anonymous,EN,11,3,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8cc94-4a87-7446-937f-d66344305ae9,1,16,1,2,,1,1,18092,,,,
3/18/2024 17:22,3/18/2024 17:23,0,129.146.167.43,100,22,1,3/18/2024 17:23,R_3zIMT42D3QbM0RY,,,,,33.4656,-111.9956,anonymous,EN,24,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8cca9-e1b7-0040-965c-585e07c8bfb2,1,19,1,2,4,,4,86042,,,,
3/18/2024 17:06,3/18/2024 17:23,0,174.239.113.18,100,1021,1,3/18/2024 17:23,R_5McfoQStSQ2fOmN,,,,,41.779,-87.7789,anonymous,EN,,1,5,1,,,,,,,,,0,,,,,,0,,,0,,3,3,,0,3,0,3,,0,0,0,,3,0,,3,0,,,3,,,,3,3,3,,2,4,2,,,,,,,1,5,5,8,1,,,2,,,,1,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,1,,0,,0,,1,,1,,1,,0,,0,,1,,0,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,1,1,,10 minutes,,,,,65f8c8ba-91f0-5258-a5b0-bb30b96f31c7,1,7,15,1,,5,2,46747,,2,,1
3/18/2024 17:23,3/18/2024 17:23,0,108.21.110.18,100,14,1,3/18/2024 17:23,R_3wvQ5nQ1NpWqmLX,,,,,40.782,-73.9953,anonymous,EN,28,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8ccdf-3083-e631-92a6-b671dbc9f9ee,2,12,1,5,4,,1,10025,,,,
3/18/2024 17:17,3/18/2024 17:24,0,73.196.145.89,100,424,1,3/18/2024 17:24,R_7pm4l7LjGq4tXD7,,,,,39.3773,-74.6123,anonymous,EN,40,2,5,,,1,,,,,0,,3,,,,0,,3,,,,,3,3,,,0,3,0,,,,,3,3,3,3,3,,0,,3,0,3,,0,,,3,6,8,3,,,,,,1,,2,3,3,,,,,,,,,,,1,,,,1,,1,,1,,0,,1,,1,,1,,0,,0,,1,,1,,0,,0,,0,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,0,,0,,0,,1,,1,,0,,1,,1,,0,,0,,1,1,No,Maby,,,,,65f8cb60-c52e-2806-1756-4c9f9c25a3fd,2,27,6,1,7,3,1,19055,,1,1,
3/18/2024 16:59,3/18/2024 17:24,0,72.218.195.138,100,1511,1,3/18/2024 17:24,R_5pWy60Xd66ZyLy1,,,,,37.0453,-76.3404,anonymous,EN,61,1,5,,1,,,,,,,,,,0,0,0,,,,0,,,0,0,3,0,0,0,,,,,,0,0,0,,0,3,,,3,,,,3,0,0,3,2,6,2,,,,1,,1,,4,4,8,2,,,2,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,2,2,NO.,15,,,,,65f8c72d-5287-4606-8f7f-8b8c996c5245,1,10,2,1,,2,3,23602,,2,,1
3/18/2024 17:14,3/18/2024 17:24,0,47.153.244.140,100,609,1,3/18/2024 17:24,R_31H1AOTGDw5wXdW,,,,,34.5404,-117.3532,anonymous,EN,27,1,5,1,1,,,,,,3,,0,,,,3,0,0,,,3,,3,,3,,3,,,3,,0,,0,0,0,,,,0,0,0,0,,0,,,,0,3,3,3,,1,1,1,,,,4,3,8,,,,,,,,1,,,1,,,,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,0,,0,,1,,0,,0,,0,,0,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,2,2,No,8 mins ,,,,,65f8cac1-00ae-4285-20b9-45b186e20983,1,6,15,1,,,4,93555,,2,,1
3/18/2024 17:24,3/18/2024 17:25,0,166.182.86.80,100,72,1,3/18/2024 17:25,R_3MS8lNZfBwCEe6Y,,,,,38.5774,-90.6709,anonymous,EN,63,1,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8cd16-2917-68f2-c0dc-457df4c3b525,1,3,3,1,,,3,74754,,,,
3/18/2024 17:14,3/18/2024 17:25,0,47.152.144.91,100,670,1,3/18/2024 17:25,R_74356IbcujqjAMB,,,,,34.123,-117.8988,anonymous,EN,64,1,5,,,,1,,,,0,,,0,0,0,0,0,,0,0,,,0,3,,0,3,,,,,3,,3,0,0,0,,,,,3,,,3,3,,,,5,9,3,,,,1,,1,,4,3,7,,,,,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,0,,0,,0,,1,,1,,1,,1,,0,,0,,1,,0,,0,,0,,1,,0,,0,,1,,1,,1,,1,,1,,1,,0,,0,2,2,none,11,,,,,65f8cabc-2305-e37d-af54-114cace3a215,1,23,10,1,8,3,4,91016,,2,,1
3/18/2024 17:21,3/18/2024 17:25,0,76.184.111.182,100,282,1,3/18/2024 17:25,R_2rNDf0nKPxISzWJ,,,,,32.9636,-96.7468,anonymous,EN,25,2,5,,,,1,,,,,,3,0,0,,3,3,3,,,3,,0,,0,0,,,,,0,0,3,0,,,,0,3,0,3,,3,,,,3,,,5,5,1,,,1,,,,,1,3,7,,2,2,,1,,1,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,0,,1,,0,,1,,0,,1,,1,,0,,1,,0,,1,,1,,0,,1,,0,,0,,1,,1,,0,,1,,1,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,1,,1,2,2,no,5 min,,,,,65f8cc54-3a7f-f372-cb5d-5fcbe01ba9f4,2,11,10,1,,1,1,16541,,2,,1
3/18/2024 17:11,3/18/2024 17:26,0,104.162.183.54,100,913,1,3/18/2024 17:26,R_58N7yF117OTI40Y,,,,,40.726,-73.848,anonymous,EN,74,1,5,,,,1,,,,,0,0,,,,,3,3,,0,,,,,,,0,0,3,,,,0,,0,0,3,3,,3,,,,0,0,0,3,3,3,3,11,3,,,,1,,1,,3,3,4,,,,,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,1,,1,,1,,0,,0,,0,,1,,0,,0,,0,,0,,1,,1,,1,,2,2, Dry unusual ,15,,,,,65f8c9d1-a86b-011f-8162-8b43b4faa031,1,22,5,1,6,3,1,11375,,1,1,
3/18/2024 17:25,3/18/2024 17:26,0,107.211.7.94,100,46,1,3/18/2024 17:26,R_3aejRzIFCjngCTc,,,,,27.6776,-97.3651,anonymous,EN,,2,7,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8cd70-7077-3dda-fa0c-849372cd3bdb,2,1,16,2,,2,3,78414,,,,
3/18/2024 17:17,3/18/2024 17:26,0,99.43.117.11,100,567,1,3/18/2024 17:26,R_22SQeYFZtkXHgf7,,,,,37.9186,-121.3132,anonymous,EN,51,2,5,,,,,,1,hispanic,,,3,0,,0,0,,,,,0,,,0,3,0,,,,3,,3,0,,,0,3,3,0,,3,,3,,3,,3,,3,5,3,2,,,,,1,,,3,3,8,2,,,1,,,,,,1,,,,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,0,,0,,1,,1,,0,,0,,1,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,1,,0,,1,1,no,20,,,,,65f8cb61-e680-09df-e414-daa5bb3b90d9,2,6,15,2,8,2,4,95231,,1,1,
3/18/2024 17:17,3/18/2024 17:27,0,76.112.207.88,100,591,1,3/18/2024 17:27,R_1Cj8JBU5AXryvPO,,,,,42.2794,-83.1839,anonymous,EN,34,2,5,1,,,,,,,0,0,,0,0,0,0,,,0,0,,,0,,,0,,,,0,0,0,0,,,,,,,,,0,,0,,0,0,0,0,2,5,1,,,,1,,1,,3,3,4,,1,1,,,1,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,2,I really enjoyed this survey.,10,,,,,65f8cb78-c1fb-5bdf-b012-ec0a8e8bd103,2,27,15,2,4,1,2,48122,,1,1,
3/18/2024 17:24,3/18/2024 17:28,0,71.237.135.160,100,206,1,3/18/2024 17:28,R_7pSNsznvjZOwcyo,,,,,45.5221,-122.8585,anonymous,EN,40,2,5,,,,1,,,,0,0,,0,0,0,0,,0,,,0,0,,,,,0,0,0,,0,,,,,,,0,,0,0,,0,0,,0,,0,,4,3,3,,,,1,,1,,5,5,8,,,,,,,,,1,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,0,,0,,1,,1,,0,,1,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,1,,1,,0,,0,2,1,Pay me,5,,,,,65f8c8b6-61b4-d0c6-0450-eb030329e886,2,7,7,1,7,3,4,97007,,2,,1
3/18/2024 17:14,3/18/2024 17:28,0,12.75.47.64,100,877,1,3/18/2024 17:28,R_5GThwtvhuxPlGsW,,,,,29.7212,-95.3626,anonymous,EN,67,2,5,1,,,,,,,,,0,,,,0,0,3,,0,,,,0,0,,3,0,0,,3,3,,,3,3,,,3,,,,0,3,0,,3,3,,2,6,1,,,,,1,,,3,3,8,,2,2,,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,1,,0,,0,,1,,1,,1,,0,,1,,1,,0,,0,,1,,0,,0,,0,,0,,1,,0,,1,,1,,0,,1,,1,2,2,None ,15,,,,,65f8ca74-e13d-351b-1c78-5eca4e5047c2,2,11,3,1,3,1,3,77510,,2,,1
3/18/2024 17:01,3/18/2024 17:28,0,108.220.11.85,100,1621,1,3/18/2024 17:28,R_7ops3OWcZHs8s2N,,,,,32.6256,-97.3632,anonymous,EN,,1,5,,,1,,,,,,3,,,0,0,0,0,0,0,,0,,,0,0,,,,,,3,3,0,,,3,0,,,,,0,,0,0,0,0,,,3,7,1,,,,1,,1,,3,3,8,,2,,,,,,1,,,1,,,,,0,,1,,0,,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,0,,1,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,1,,1,1,2,None,Don’t know ,,,,,65f8c7d1-fcf5-289c-91e3-3e5f7f0bd0a3,1,14,3,12,,8,3,76123,,2,,1
3/18/2024 17:16,3/18/2024 17:29,0,75.113.148.94,100,759,1,3/18/2024 17:29,R_5QEk1q2vUjbLTN8,,,,,35.3869,-119.1745,anonymous,EN,,2,5,1,,,,,,,0,,0,,3,0,0,0,,0,0,,0,,,3,3,,,0,,0,,0,3,3,0,,,,,0,,,,,,3,3,,2,1,2,,,,,1,,,5,5,8,1,,,1,,,,,,,,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,2,I feel like taking this survey provides topics that are happening that allow me to research more and figure out things that are going on,15,,,,,65f8cb54-a621-e5f1-8a1a-b2d62e067316,2,,1,2,,2,4,93312,,1,1,
3/18/2024 17:17,3/18/2024 17:29,0,108.86.147.1,100,735,1,3/18/2024 17:29,R_7Qaojpy2HcQ3SlD,,,,,38.0082,-122.2682,anonymous,EN,49,1,5,1,,,,,,,0,,,,3,0,,,,,0,,,0,,0,,0,,,3,,3,,,3,0,,0,0,0,0,,0,3,0,,0,0,,5,4,1,,,,1,,1,,1,1,7,,2,2,,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,1,,0,,0,,0,,1,,0,,1,,0,,1,,0,,0,,0,,0,,1,,2,2,"This was a fun topic, I enjoyed it more than other surveys.",15,,,,,65f8cb79-05e5-289f-eb01-25eca3178342,1,7,1,12,8,1,4,94547,,1,1,
3/18/2024 17:26,3/18/2024 17:30,0,172.56.32.243,100,229,1,3/18/2024 17:30,R_7fKtFgMlIq3Jz7X,,,,,38.9994,-77.0336,anonymous,EN,23,1,5,,,,1,,,,0,0,,0,0,0,,,,,,,0,0,0,0,0,,0,0,,,,0,,,0,,0,,,,,,0,0,0,,0,0,5,5,3,,,,1,,1,,3,3,3,,,,,,,,,1,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,2,None of ,2,,,,,65f8cd8c-fd13-9d3e-c8f0-c8aeab75a81f,1,10,4,1,,3,1,6611,,1,1,
3/18/2024 17:11,3/18/2024 17:30,0,73.183.253.151,100,1115,1,3/18/2024 17:30,R_17uOCiLESBE9mJH,,,,,29.6009,-95.224,anonymous,EN,55,2,5,1,,,,,,,,,,0,0,0,0,,,0,0,,0,,,0,,0,0,,0,,0,,0,,0,,0,,0,,,,0,0,0,0,,,3,3,2,,,,1,,,,4,4,8,2,,,2,,,,,,,,,1,none,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,1,,1,2,2, none,20min,,,,,65f8ca26-719f-c308-135b-afa192fad10e,2,5,15,2,6,4,3,77075,,2,,1
3/18/2024 17:24,3/18/2024 17:30,0,72.176.19.137,100,360,1,3/18/2024 17:30,R_3Cq3vA2uau31f3Q,,,,,31.0065,-97.8406,anonymous,EN,,2,5,1,,,,,,,3,3,,0,,0,,,3,,,,3,3,,,0,,,3,,0,,,3,,3,3,0,3,,,3,,0,,,3,3,0,3,5,3,,,,,,1,,3,3,8,,,,,,,,,1,,,,,,,1,,0,,0,,0,,1,,0,,1,,1,,0,,1,,1,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,1,,1,,1,,0,,1,,1,,0,,1,,0,,1,,1,,0,,0,,0,,0,,1,,1,,1,2,2,,20,,,,,65f8cd1f-94a6-c3b0-f916-d57f29d887b8,2,11,15,1,6,,3,76541,,2,,1
3/18/2024 17:30,3/18/2024 17:30,0,172.59.129.154,100,13,1,3/18/2024 17:30,R_2opdl4R5Lnwosk1,,,,,37.7428,-122.1745,anonymous,EN,33,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8ce83-4cf8-a49a-a6b1-d2aeb1ec135c,2,1,10,1,6,4,4,94520,,,,
3/18/2024 17:25,3/18/2024 17:31,0,47.214.150.183,100,380,1,3/18/2024 17:31,R_7UaTwX1SHMst51f,,,,,35.7832,-91.6369,anonymous,EN,,2,5,1,,,,,,,,3,0,,,,,3,3,0,0,3,,,3,,,,3,,3,,3,,3,,,,0,0,3,,,0,,3,0,,0,0,6,11,1,,,,1,,,1,3,2,8,,2,,,,,1,,,,,,,,,1,,0,,1,,0,,0,,1,,0,,1,,0,,1,,1,,0,,0,,0,,1,,1,,0,,0,,0,,0,,1,,1,,1,,1,,0,,0,,1,,0,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,1,2,no,i don’t remember,,,,,65f8cd40-ba55-39b2-c69f-ddbba4b5737e,2,27,16,1,,,2,67853,,2,,1
3/18/2024 17:31,3/18/2024 17:32,0,76.121.17.87,100,59,1,3/18/2024 17:32,R_5DwKBrn6qm7pDzg,,,,,47.6011,-122.6305,anonymous,EN,20,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8ce8e-ca7e-79d4-1ed3-90a7da8e6399,2,1,3,1,4,4,4,98346,,,,
3/18/2024 17:27,3/18/2024 17:32,0,73.12.56.80,100,295,1,3/18/2024 17:32,R_672K2p7ywTpqotL,,,,,36.5742,-79.4421,anonymous,EN,36,2,5,,,,,,1,Spanish ,,0,,,,,0,0,0,0,0,,0,,,,0,,0,,0,0,,,,0,0,,0,0,,0,0,0,,,0,,0,,2,4,6,,,,1,,,,3,3,4,,,,,,,,,1,1,,,,,,0,,1,,1,,1,,0,,1,,1,,1,,1,,1,,0,,1,,0,,1,,1,,0,,1,,0,,1,,0,,1,,1,,0,,1,,1,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,2,2,Im not a big fan on politics ,10,,,,,65f8cdd9-6640-cd10-a70b-ebb9fcfd2de6,2,7,2,14,,,3,24540,,2,,1
3/18/2024 17:32,3/18/2024 17:34,0,68.50.33.100,100,94,1,3/18/2024 17:34,R_54OvVn0eDbUsAce,,,,,39.2273,-86.466,anonymous,EN,43,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8cec3-3072-8ead-d99a-c58e3bbc8c50,2,5,3,1,,,2,47404,,,,
3/18/2024 17:26,3/18/2024 17:34,0,75.1.80.41,100,448,1,3/18/2024 17:34,R_1ZWvFH4rw7omv79,,,,,29.5,-98.6744,anonymous,EN,52,1,5,1,,,,,,,,0,,,0,,,,0,3,0,0,,0,0,0,,0,3,,,3,3,,,,,0,,,0,0,,0,,,0,0,0,,1,3,1,,,1,,,,,2,2,8,,1,2,,,,,,,,,,1,,,0,,0,,0,,0,,1,,1,,0,,1,,0,,0,,1,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,1,,1,,1,,0,,0,,0,,1,,0,2,2,No comments ,15,,,,,65f8cd6f-5a64-4577-c586-6d6fb0cf1815,1,4,1,2,3,1,3,78253,,2,,1
3/18/2024 17:34,3/18/2024 17:35,0,172.59.48.100,100,39,1,3/18/2024 17:35,R_3ILQa2hmPJaNqWI,,,,,47.3066,-122.2619,anonymous,EN,19,2,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8cf91-24af-0187-e19b-90a2c87f7ba0,2,,10,1,,2,4,93657,,,,
3/18/2024 17:16,3/18/2024 17:36,0,166.198.252.97,100,1158,1,3/18/2024 17:36,R_2n7t9OF62rSkbmt,,,,,47.6034,-122.3414,anonymous,EN,26,2,5,,,,1,,,,,,0,,,0,,0,0,0,,,0,0,,0,,,0,,,,,0,,0,0,0,0,0,0,0,,,,0,,,0,0,4,7,3,,,,1,,1,,3,3,2,,,,,,,,1,,,1,,,,,1,,1,,1,,1,,0,,0,,1,,1,,1,,1,,1,,1,,0,,0,,0,,1,,0,,0,,1,,1,,1,,0,,1,,0,,1,,1,,1,,1,,1,,0,,0,,1,,1,,1,,1,,0,,1,,1,,1,,1,2,2,,10,,,,,65f8cb1b-1556-fc8b-db87-dfb432dcad88,2,12,15,1,7,,4,97124,,2,,1
3/18/2024 17:29,3/18/2024 17:36,0,98.171.63.193,100,405,1,3/18/2024 17:36,R_633LIphxM9IaqNB,,,,,31.9455,-110.9973,anonymous,EN,58,2,5,1,,,,,,,,,,0,,0,0,0,0,,,,0,,0,,0,,,0,0,0,0,,,0,0,0,,0,,,,,0,3,0,0,,,5,12,2,,,,1,,,,4,4,8,2,,,2,,,,,,,,,1,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,1,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,1,,1,,0,,1,,1,2,2,No,10,,,,,65f8ce58-b1ce-edbf-861d-85e405824aad,2,,1,2,,,4,85641,,2,,1
3/18/2024 17:30,3/18/2024 17:36,0,130.44.173.39,100,370,1,3/18/2024 17:36,R_6Qmo19YZ6K7Xnev,,,,,42.3996,-71.1246,anonymous,EN,47,1,5,,,,1,,,,3,,0,0,,,0,,,,0,,0,0,,0,,,0,0,3,,3,,3,3,,,3,,,,0,,0,0,,0,3,,6,12,1,,,,1,,1,,1,1,1,,2,2,,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,0,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,1,,0,,1,,1,,1,,1,2,2,Fun!,6,,,,,65f8ce69-7087-3db5-c5f5-4c49bcd41c78,1,26,10,1,10,1,1,2144,,2,,1
3/18/2024 17:35,3/18/2024 17:36,0,63.195.197.168,100,111,1,3/18/2024 17:36,R_2OPMV5OGkyPcVwV,,,,,29.8331,-95.7498,anonymous,EN,,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8cf87-fff1-ef44-8d0b-6bda1e0b9171,2,2,2,2,,,3,74852,,,,
